Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=13-service_moderate-Peephole,0.9060306964468455,0.9235593416541006,489.6122465133667,0.5,0.8212608158220025,0.8614357262103506,0.7655786350148368,0.8106834249803614,0.4334816634654999,0.8210135970333745,0.8258032128514057,0.8135509396636993,0.8196312904833084
