Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=19-ultimate-CIFG,0.9091290906308414,0.9260653817828339,516.1797456741333,0.5,0.826946847960445,0.8565264293419633,0.7853610286844708,0.8194014447884417,0.3778682351112366,0.8210135970333745,0.8010204081632653,0.854104846686449,0.8267113451412159
