Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=18-service_full-Optimized,0.9094035065588463,0.927008088738746,455.0975532531738,0.5,0.8247218788627936,0.8385765858690046,0.8041543026706232,0.8210047967684928,0.5150562524795532,0.826699629171817,0.8452692106638787,0.7997032640949555,0.8218551461245235
