Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=18-service_full-Nested,0.9102167311330186,0.9272790160154353,2067.1218960285187,0.5,0.8291718170580964,0.8662630709961475,0.7784371909000989,0.8200052096900234,0.43155449628829956,0.823238566131026,0.8262606090863704,0.8184965380811078,0.822360248447205
