Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer,Rolling_Means
30min|win=48|f=13-SMOTE-Attention,0.9091682055960802,0.925250939874053,1556.4527032375336,0.5,0.8257107540173053,0.8324078748107017,0.8155291790306627,0.8238820884336747,0.46123188734054565,0.822991347342398,0.8166828322017459,0.8328387734915925,0.8246816846229187,100,128,0.001,SGD,N/A
