Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
30min|win=24-SMOTE-Residual,0.855461673467041,0.8656910544024363,453.0532693862915,0.5,0.7729516288252715,0.7674081237911026,0.7833168805528135,0.7752808988764045,0.4001316428184509,0.7694965449160909,0.7386363636363636,0.8341559723593287,0.7834955957348169,100,128,0.001,SGD
