Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=13-service_moderate-Nested,0.9078018709665748,0.9251427627300362,1281.315972328186,0.5,0.8257107540173053,0.8705683736634777,0.765084075173096,0.8144248486443801,0.35573136806488037,0.8175525339925834,0.801125703564728,0.8447082096933729,0.8223399133365431
