Model,ROC_AUC,PR_AUC,TrainingTime,CV_Mean_F1,CV_Std_F1,n_folds,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=13-KFOLD-SMOTE-Attention,0.9078576097920403,0.9246879651232534,1137.560079574585,0.8179608950996,0.004717941048093165,5,0.5,0.8180469715698393,0.8657565415244596,0.7527200791295747,0.8052910052910053,0.4390806555747986,0.8224969097651421,0.8323139653414883,0.8076162215628091,0.8197791164658634
