Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
30min|win=36-SMOTE-GLU,0.8799192407163422,0.8975809833685692,2096.046108007431,0.5,0.8024203507038775,0.8308108108108108,0.7593873517786561,0.7934950955085184,0.41319340467453003,0.8011854778957768,0.7914873266379723,0.8176877470355731,0.804374240583232,100,128,0.001,SGD
