Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
1h|win=60-SMOTE-CIFG,0.8062690750743848,0.7913848713514839,312.51718258857727,0.5,0.7353126974099811,0.7366412213740458,0.7319848293299621,0.7343056436271401,0.2996266782283783,0.7030953885028427,0.6455122393472348,0.900126422250316,0.7518479408658922,100,128,0.001,SGD
