Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
2h|win=12-SMOTE-LayerNorm,0.7894332922021248,0.7951522495568731,102.79688954353333,0.5,0.7301231802911534,0.7378190255220418,0.7130044843049327,0.7251995438996579,0.49468737840652466,0.7312430011198209,0.7351598173515982,0.7219730941704036,0.7285067873303167,100,128,0.001,SGD
