Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer,Rolling_Means
30min|win=48|f=13-SMOTE-BiDirectional-Attention,0.9070022143959696,0.9244118874545071,2298.8307967185974,0.5,0.8234857849196539,0.8489861259338314,0.7868447082096933,0.8167351129363449,0.4385887086391449,0.8220024721878862,0.8219584569732937,0.8219584569732937,0.8219584569732937,100,128,0.001,SGD,N/A
