Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
2h|win=36-SMOTE-Residual,0.8080360766171577,0.8219158502801683,172.16100478172302,0.5,0.7421171171171171,0.7654320987654321,0.6981981981981982,0.7302709069493521,0.38574308156967163,0.7353603603603603,0.7045009784735812,0.8108108108108109,0.7539267015706806,100,128,0.001,SGD
