Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
30min|win=36-SMOTE-CIFG,0.8878421900161031,0.9062033729746324,1418.916056394577,0.5,0.8093356384292418,0.8329787234042553,0.7737154150197628,0.8022540983606558,0.3861218988895416,0.8026673252654977,0.7826488232579604,0.8379446640316206,0.8093533762825101,100,128,0.001,SGD
