Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
30min|win=48-SMOTE-Peephole,0.9005191533761349,0.9179287877525072,2644.957219839096,0.5,0.8143386897404202,0.8505239933811363,0.7626112759643917,0.8041720990873533,0.38306769728660583,0.8096415327564895,0.7944496707431796,0.8353115727002968,0.8143683702989393,100,128,0.001,SGD
