Model,ROC_AUC,PR_AUC,TrainingTime,CV_Mean_F1,CV_Std_F1,n_folds,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=13-KFOLD-SMOTE-BiDirectional-Attention,0.9058469783444884,0.9243477881227721,1932.6750936508179,0.8217073773879818,0.005920165214114139,5,0.5,0.8239802224969097,0.8563656147986942,0.7784371909000989,0.8155440414507772,0.45645660161972046,0.822991347342398,0.8348717948717949,0.8051434223541049,0.8197381671701913
