Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1,Epochs,Batch_Size,LR,Optimizer
1h|win=36-SMOTE-GLU,0.7801985680946164,0.7603702535601163,113.11898565292358,0.5,0.7295597484276729,0.7410832232496698,0.7056603773584905,0.7229381443298969,0.4145011603832245,0.7119496855345911,0.6861878453038674,0.7811320754716982,0.7305882352941176,100,128,0.001,SGD
