Model,ROC_AUC,PR_AUC,TrainingTime,Std_Threshold,Std_Accuracy,Std_Precision,Std_Recall,Std_F1,Opt_Threshold,Opt_Accuracy,Opt_Precision,Opt_Recall,Opt_F1
30min|win=48|f=13-service_moderate-Optimized,0.9074552145871441,0.9257303869551845,1194.8051323890686,0.5,0.8254635352286773,0.8533834586466166,0.7858555885262116,0.8182286302780638,0.4090888500213623,0.822991347342398,0.816990291262136,0.8323442136498517,0.8245957863792258
